,h_id,r_id,t_id,predicted_head,rank_filtered_anyburl,rank_filtered_kge,rank_filtered_kge_0,rank_filtered_kge_1,rank_filtered_kge_2,rank_filtered_kge_3,rank_filtered_kge_4,difference_psi,better_predicted_by_anyburl_t20,similar_triples
8450,574,2,7,False,1.0,1,1,2,1,1,1,1.0,0,8
8451,574,2,7,True,48.0,139,37,218,170,220,50,1.4286449064894606,1,812
8452,10171,10,8113,False,49.0,5,4,3,8,5,6,0.6043681608392376,-1,3
8453,10171,10,8113,True,708.0,10,11,9,8,13,11,0.6043821616011412,-1,20
8454,4116,2,141,False,3.0,1,1,1,2,2,1,0.7900092196798256,-1,11
8455,4116,2,141,True,149.0,144,90,114,264,173,79,0.999999999999688,0,1524
8456,14300,2,485,False,1.0,1,1,1,1,1,1,1.0,0,4
8457,14300,2,485,True,788.0,108,56,64,154,143,124,0.6493016394307227,-1,2502
8458,7143,11,344,False,1.0,1,1,1,1,1,1,1.0,0,0
8459,7143,11,344,True,13.0,4,7,6,2,5,2,0.9999941815050096,0,1206
8460,15467,3,3735,False,6.0,1,1,1,1,1,1,0.8131395453700729,0,0
8461,15467,3,3735,True,344.0,2,1,2,2,1,2,0.6605664400993392,-1,73
8462,12778,2,708,False,49.0,6,7,7,6,5,3,0.7343658350202314,-1,7
8463,12778,2,708,True,1962.0,24,18,44,24,28,5,0.7209938677017225,-1,61
8464,10384,2,108,False,7.0,1,1,2,1,1,1,0.6748503948465344,-1,4
8465,10384,2,108,True,1007.0,166,117,182,144,133,255,0.9075017354034935,0,274
8466,15337,25,1575,False,1.0,1,1,1,1,1,1,1.0,0,0
8467,15337,25,1575,True,128.0,2424,1788,1624,3368,2807,2531,6.830357142857143,1,225
8468,16858,24,198,False,2.0,1,1,1,1,1,1,0.9999999999999796,0,0
8469,16858,24,198,True,114.0,34,34,2,31,73,28,0.999935729366668,0,131
8470,13619,2,485,False,1.0,1,1,1,1,1,1,1.0,0,10
8471,13619,2,485,True,592.0,77,35,66,17,105,162,0.6896666031485996,-1,2502
8472,3663,4,4841,False,3.0,14,5,5,8,24,28,2.7638308399859057,1,0
8473,3663,4,4841,True,14.0,358,31,56,60,711,934,1.745075584058635,1,21
8474,10708,21,172,False,1.0,1,2,1,1,1,1,1.0,0,1
8475,10708,21,172,True,5.0,569,1065,619,326,581,256,2.141100438537527,1,124
8476,13460,8,8697,False,39.0,46,24,46,72,45,45,1.000075184216206,0,1
8478,13922,22,475,False,1.0,1,1,1,1,1,1,1.0,0,0
8479,13922,22,475,True,3.0,46,58,16,78,29,48,1.3560666772845684,1,241
8480,8311,25,594,False,5.0,22,15,7,11,67,11,1.19443418122073,0,0
8482,2872,18,31,False,1.0,1,1,1,1,1,1,1.0,0,0
8483,2872,18,31,True,89.0,88,83,14,75,240,26,0.9999921384831392,0,975
8484,3930,7,4901,False,191.0,10,8,9,11,4,17,0.5667285977083214,-1,18
8485,3930,7,4901,True,64.0,64,25,81,56,55,104,1.0,0,55
8486,6195,2,275,False,2.0,1,1,1,1,2,1,0.7485506493506493,-1,6
8487,6195,2,275,True,1498.0,250,826,105,47,159,111,0.7241032946908827,-1,1223
8488,5660,18,229,False,1.0,1,1,1,1,1,1,1.0,0,1
8489,5660,18,229,True,4.0,208,27,166,41,579,229,1.1655124240711072,0,256
8490,2632,2,275,False,1.0,1,1,1,1,1,1,1.0,0,6
8491,2632,2,275,True,755.0,73,31,77,13,156,89,0.8154369521159134,0,1223
8492,2636,2,725,False,34.0,39,43,42,46,28,37,1.0,0,3
8493,2636,2,725,True,3022.0,3448,4234,3868,4177,1612,3348,1.0470572908376017,0,168
8494,3709,3,229,False,2.0,2,1,2,2,2,2,1.0,0,0
8495,3709,3,229,True,2058.0,95,59,71,48,160,136,0.5740002889394588,-1,1054
8496,6804,11,3613,False,4.0,1,1,1,1,1,1,0.9999985956820492,0,1
8497,6804,11,3613,True,18.0,34,23,39,36,37,34,1.120494896541902,0,49
8498,6455,15,8612,False,3.0,4,6,2,9,2,3,1.207724633094725,1,1
8499,6455,15,8612,True,34.0,58,55,58,87,11,78,1.0000096584790084,0,17
8500,325,11,39,False,1.0,2,2,1,2,1,5,1.0000000000008162,0,1
8502,9792,2,141,False,2.0,1,1,2,1,2,1,0.8413631022326674,0,3
8503,9792,2,141,True,880.0,1612,1293,1342,1876,2080,1469,1.3148211532591554,1,1524
8504,16283,24,1203,False,5.0,5,6,3,3,6,6,1.0,0,0
8505,16283,24,1203,True,71.0,432,588,307,244,501,520,2.909220301745004,1,26
8506,16127,11,168,False,1.0,1,1,1,1,1,1,1.0,0,0
8507,16127,11,168,True,2.0,20,26,22,9,37,4,1.0854933130376327,0,2346
8508,11230,14,288,False,1.0,1,1,1,1,1,1,1.0,0,1
8509,11230,14,288,True,3043.0,828,402,724,593,1188,1232,0.328011161879303,-1,2440
8510,13514,11,344,False,1.0,1,2,1,1,2,1,1.0,0,0
8511,13514,11,344,True,8215.0,1104,2114,442,372,1743,850,0.278586533930567,-1,1206
8512,10675,0,276,False,43.0,41,12,90,34,47,24,0.9999999999999016,0,4
8513,10675,0,276,True,30.0,19,12,56,8,7,11,0.9999999999999508,0,3
8514,9444,2,139,False,1.0,1,1,1,1,1,1,1.0,0,2
8515,9444,2,139,True,240.0,153,145,267,40,206,105,0.975359330394632,0,2927
8516,15868,1,93,False,1.0,1,1,1,1,1,1,1.0,0,2
8517,15868,1,93,True,231.0,1011,736,667,1353,839,1458,2.24389127966956,1,783
8518,6721,4,3975,False,2.0,3,1,2,1,5,4,1.000005931811287,0,0
8519,6721,4,3975,True,290.0,490,163,181,166,1421,518,1.3258220130145897,1,122
8522,6268,17,6510,False,17.0,12,8,15,14,11,13,0.999999999641917,0,0
8523,6268,17,6510,True,654.0,602,339,646,741,706,576,1.0,0,29
8524,13852,2,3873,False,50.0,15,11,18,14,13,17,0.9999793110038628,0,7
8525,13852,2,3873,True,101.0,9,4,15,4,11,11,0.9016337037493516,0,17
8526,7108,25,594,False,4.0,3,3,2,5,1,4,0.9999999983160984,0,0
8528,15760,6,416,False,3.0,68,12,3,244,41,40,1.2326847514035897,1,0
8530,15361,29,9715,False,1.0,1,1,1,1,1,1,1.0,0,0
8531,15361,29,9715,True,1.0,1,1,1,1,1,1,1.0,0,0
8532,14985,2,286,False,4.0,3,3,4,2,2,6,0.9340212040893602,0,2
8533,14985,2,286,True,3035.0,3302,1736,3996,1852,3078,5849,1.0076632765297342,0,2308
8534,3136,2,465,False,33.0,30,32,26,30,33,28,1.0,0,8
8535,3136,2,465,True,172.0,472,417,336,787,426,394,1.000053477488159,0,157
8536,13619,2,275,False,2.0,1,1,1,1,1,1,0.7485506493506493,-1,10
8537,13619,2,275,True,265.0,35,13,46,13,13,88,0.8143986244169995,0,1223
8538,1648,2,4678,False,12.0,3,1,1,7,4,1,0.4949862275037235,-1,3
8539,1648,2,4678,True,1929.0,32,6,7,114,26,7,0.4838174888724756,-1,92
8540,6043,2,59,False,5.0,1,1,1,1,1,1,0.6292393453023393,-1,4
8541,6043,2,59,True,669.0,448,543,250,188,521,738,0.8390830534879539,0,886
8542,2222,23,13723,False,198.0,51,14,41,104,27,71,0.9999118388096838,0,18
8543,2222,23,13723,True,65.0,25,4,19,48,12,44,0.9999154065974016,0,8
8544,3105,15,1797,False,8.0,17,12,3,10,1,59,1.0,0,1
8545,3105,15,1797,True,1118.0,1975,906,572,2387,707,5304,1.081626699421424,0,74
8546,8868,4,2664,False,13.0,4,3,4,3,4,4,0.9999999963925972,0,1
8547,8868,4,2664,True,386.0,226,230,159,237,217,285,0.5770891980923123,-1,46
8548,8110,2,141,False,2.0,1,1,2,1,1,1,0.7024536056794122,-1,4
8549,8110,2,141,True,678.0,548,156,446,824,1009,303,0.9234779664879914,0,1524
8550,3638,3,31,False,1.0,1,1,1,1,1,1,1.0,0,0
8551,3638,3,31,True,2.0,24,21,28,32,26,11,1.1124724268127526,0,4666
8552,17014,2,1419,False,10.0,28,21,19,43,39,18,2.034250480204217,1,3
8553,17014,2,1419,True,517.0,5619,4203,5378,7508,8466,2542,2.496985439082137,1,177
8554,10689,0,48,False,2307.0,2181,3941,880,298,2724,3062,0.9999500049995002,0,6
8555,10689,0,48,True,596.0,559,1045,233,91,620,808,1.0,0,1
8556,16524,11,39,False,1.0,1,1,1,1,1,1,1.0,0,0
8557,16524,11,39,True,3520.0,318,453,341,440,189,169,0.723042464122905,-1,3928
8558,13967,0,12287,False,2671.0,1547,1355,709,2104,559,3007,0.002395173814359,-1,8
8559,13967,0,12287,True,873.0,825,641,383,1214,302,1587,0.9999636442034584,0,5
8560,3764,7,31,False,1.0,1,1,1,1,1,1,1.0,0,15
8561,3764,7,31,True,1.0,5,3,6,9,3,3,1.1677958699856994,0,149
8562,4161,2,15894,False,200.0,78,74,62,52,54,147,0.9999999956762274,0,6
8563,4161,2,15894,True,6696.0,1810,1622,1252,560,775,4843,0.0122108014293072,-1,11
8565,9805,17,6956,True,906.0,5784,11661,3579,2391,4038,7252,20.33234473385521,1,13
8566,11834,2,1419,False,10.0,16,18,16,16,11,17,1.01579553299122,0,7
8567,11834,2,1419,True,152.0,378,397,445,646,117,285,1.035404652927563,0,177
8568,14831,3,23,False,1.0,1,1,1,1,1,1,1.0,0,0
8569,14831,3,23,True,136.0,3,2,7,2,1,1,0.8434206294668526,0,817
8570,14763,2,485,False,1.0,1,1,1,2,1,1,1.0,0,4
8571,14763,2,485,True,1606.0,187,70,274,316,64,211,0.4362185460493006,-1,2502
8572,11264,11,344,False,2.0,4,4,3,5,3,5,1.0678964531118962,0,1
8573,11264,11,344,True,2635.0,4343,1221,3475,6939,5200,4881,1.1899210947597505,0,1206
8576,13599,2,1265,False,14.0,2,1,1,1,2,3,0.4062871926300122,-1,4
8577,13599,2,1265,True,1372.0,39,22,25,46,44,59,0.5707588122793259,-1,203
8578,9083,4,8546,False,90.0,20,17,26,13,13,31,0.9999877190828138,0,0
8579,9083,4,8546,True,4226.0,202,132,416,75,80,308,0.4705660910074819,-1,9
8580,8362,2,447,False,113.0,23,25,21,23,19,29,0.9999782380130068,0,11
8581,8362,2,447,True,6879.0,855,665,792,648,586,1584,0.0118968159017773,-1,122
8582,8581,0,15272,False,4076.0,88,65,109,82,84,102,0.3516326683319843,-1,9
8583,8581,0,15272,True,209.0,16,7,16,22,22,14,0.2871416474514238,-1,2
8584,126,1,2768,False,1.0,1,1,1,1,1,1,1.0,0,19
8585,126,1,2768,True,2.0,4,4,1,4,3,6,1.000096774623484,0,172
8586,15753,3,1565,False,1.0,1,1,1,2,1,1,1.0,0,1
8587,15753,3,1565,True,1.0,15,8,23,23,12,8,1.3676106263406265,1,171
8588,8828,1,766,False,1.0,1,1,1,1,1,1,1.0,0,17
8589,8828,1,766,True,12.0,6,7,9,5,3,8,0.9999999999990452,0,155
8590,11105,2,141,False,10.0,13,17,14,11,15,8,1.000099162659123,0,7
8591,11105,2,141,True,4699.0,4173,5083,3973,3918,4734,3156,0.8719654432562762,0,1524
8592,5978,4,14506,False,233.0,14,15,13,16,9,18,0.9999877134714577,0,0
8593,5978,4,14506,True,2577.0,1038,1246,1213,1060,653,1020,0.695115626246506,-1,19
8594,14227,10,89,False,1.0,1,1,1,1,1,1,1.0,0,0
8595,14227,10,89,True,594.0,73,135,2,159,13,58,0.8686901415589908,0,411
8596,12028,1,2933,False,1.0,1,1,1,1,1,1,1.0,0,0
8597,12028,1,2933,True,6.0,20,13,13,34,33,9,1.2545457636004234,1,127
8598,1387,21,9625,False,4.0,2,2,2,2,1,2,0.2459784005782369,-1,0
8599,1387,21,9625,True,513.0,33,28,40,35,36,27,0.9473628877266366,0,5
8600,14698,17,789,False,6.0,4,3,4,5,4,4,0.9191019255694076,0,2
8601,14698,17,789,True,2664.0,3939,4254,2937,4450,4348,3706,1.750069997974936,1,243
8602,5536,1,93,False,1.0,1,1,1,1,1,1,1.0,0,1
8603,5536,1,93,True,2043.0,3394,3008,4359,4813,2566,2225,1.5082703384891505,1,783
8605,5539,2,2435,True,6924.0,8404,13141,6388,6182,6032,10278,15.123441396508728,1,86
8606,13244,20,5621,False,3.0,1,1,1,2,1,1,0.3756737399207153,-1,2
8607,13244,20,5621,True,189.0,10,5,11,28,1,6,0.9762606322926268,0,39
8608,1389,7,227,False,1.0,2,4,1,1,2,1,1.1981260538578458,0,87
8609,1389,7,227,True,1.0,1,1,1,1,1,1,1.0,0,24
8610,10656,2,1215,False,23.0,7,7,6,5,9,6,0.4949862275911651,-1,2
8611,10656,2,1215,True,1767.0,229,295,173,154,244,278,0.5314646038393408,-1,128
8612,4260,25,7878,False,5.0,1,1,1,1,2,2,0.5552759012597848,-1,0
8613,4260,25,7878,True,2193.0,6,2,2,1,5,21,0.2414100773362154,-1,50
8614,8127,1,16808,False,4.0,2,1,2,2,3,2,0.8719599121542693,0,3
8615,8127,1,16808,True,16.0,5,3,4,5,6,7,0.9999999996946752,0,10
8616,15620,18,31,False,1.0,1,1,1,1,1,1,1.0,0,0
8617,15620,18,31,True,164.0,869,162,2883,741,486,74,42.47557984637418,1,975
8618,16521,14,552,False,2.0,2,2,2,2,2,2,1.0,0,1
8619,16521,14,552,True,667.0,981,1207,473,1028,1365,833,1.0000748678205391,0,628
8620,16384,28,8080,False,6.0,1,1,1,1,1,1,0.317214722112516,-1,0
8621,16384,28,8080,True,56.0,1,1,1,1,1,1,0.3171907554148429,-1,2
8622,11377,0,11396,False,1903.0,2914,1531,2013,2787,4737,3502,1.5000500074996252,1,10
8623,11377,0,11396,True,115.0,472,261,200,459,958,482,1.5454049602109512,1,1
8624,4528,0,4749,False,523.0,2660,10299,578,545,475,1405,2.200040000023952,1,6
8626,1321,24,13168,False,1.0,2,3,1,2,2,2,1.0000000069547268,0,0
8627,1321,24,13168,True,61.0,159,213,151,137,112,184,1.0081176494223092,0,10
8628,2432,7,15,False,1.0,5,5,4,2,8,4,1.2080517118489935,1,94
8629,2432,7,15,True,1.0,1,1,1,2,1,1,1.0,0,27
8630,11108,2,957,False,38.0,15,11,11,15,17,20,0.8938156334020243,0,9
8631,11108,2,957,True,1168.0,364,514,188,166,395,557,0.9519157617090972,0,111
8632,5588,10,541,False,23.0,3,3,4,3,3,3,0.999978432251516,0,4
8633,5588,10,541,True,89.0,10,10,11,10,14,4,1.0,0,41
8634,376,7,11266,False,2.0,6,4,4,5,7,10,1.3279686097163568,1,30
8635,376,7,11266,True,1.0,3,4,1,3,2,5,1.302549869484255,1,8
8636,15019,4,133,False,83.0,3,1,4,5,1,5,0.4830587495066171,-1,0
8637,15019,4,133,True,3652.0,584,83,453,1047,31,1305,0.5731583883870005,-1,57
8638,16388,2,83,False,1.0,1,1,1,1,1,1,1.0,0,3
8639,16388,2,83,True,1668.0,293,400,47,359,537,124,0.4086007910914907,-1,2455
8640,2801,2,906,False,20.0,7,17,3,2,3,8,0.9083548044423938,0,6
8641,2801,2,906,True,5713.0,386,860,28,20,301,719,0.3716662611610704,-1,316
8642,14054,18,31,False,1.0,1,1,1,1,1,1,1.0,0,0
8643,14054,18,31,True,41.0,48,26,20,14,17,161,1.00000000991591,0,975
8644,1699,2,83,False,2.0,1,1,2,1,2,1,0.9371660231660232,0,4
8645,1699,2,83,True,54.0,95,84,144,68,126,54,1.00002589802609,0,2455
8646,5289,24,13430,False,1.0,1,1,1,1,1,1,1.0,0,0
8647,5289,24,13430,True,74.0,1,1,1,2,1,1,0.3754439370877727,-1,13
8648,1743,7,536,False,32.0,20,6,20,8,19,49,0.8171573766103212,0,30
8649,1743,7,536,True,24.0,14,2,7,10,14,36,0.7290352438353801,-1,31
8650,1029,7,7613,False,2.0,2,1,2,1,3,1,1.0,0,69
8651,1029,7,7613,True,1.0,1,1,1,1,1,1,1.0,0,26
8652,9802,1,2089,False,13.0,13,15,12,14,9,14,1.0,0,5
8653,9802,1,2089,True,27.0,160,214,181,211,58,138,1.0000000037406815,0,35
8654,15251,4,611,False,19.0,11,7,7,20,12,8,0.9999999920233152,0,1
8655,15251,4,611,True,14.0,1260,1169,710,2099,1331,991,2.2250456209299974,1,26
8656,1901,2,3253,False,15.0,2,2,3,2,2,2,0.3876260167862256,-1,8
8657,1901,2,3253,True,285.0,5,2,9,8,2,3,0.686561530539352,-1,108
8658,11193,0,4235,False,17.0,2,2,1,1,3,1,0.2890326433918617,-1,23
8659,11193,0,4235,True,12.0,1,1,1,1,1,1,0.469239231,-1,3
8660,7065,4,12449,False,67.0,46,20,31,108,25,45,0.7308294923081922,-1,1
8661,7065,4,12449,True,2474.0,435,183,355,670,136,829,0.6705754025625457,-1,10
8664,16981,17,262,False,19.0,17,9,12,18,27,19,0.999999999999991,0,0
8665,16981,17,262,True,4365.0,2872,1141,3118,2710,3519,3870,1.0,0,62
8666,10210,2,7751,False,101.0,205,238,123,80,114,470,1.4924477223201889,1,1
8667,10210,2,7751,True,2292.0,4413,5106,3128,2064,3602,8164,1.7573925681410214,1,33
8668,14770,3,31,False,1.0,1,1,1,1,1,1,1.0,0,0
8669,14770,3,31,True,5466.0,276,305,120,296,215,442,0.3734463602263976,-1,4666
8670,67,1,2228,False,1.0,1,1,1,1,1,1,1.0,0,19
8671,67,1,2228,True,1.0,3,2,3,3,3,2,1.0000993275966497,0,171
8672,16880,11,3613,False,1.0,1,1,1,1,1,2,1.0,0,0
8673,16880,11,3613,True,18.0,9,8,6,7,8,16,0.9999272263080462,0,49
8674,10764,22,363,False,1.0,2,1,1,1,3,3,2.0025943141282023,1,0
8675,10764,22,363,True,359.0,350,74,65,256,493,861,0.999998930974048,0,115
8676,711,11,168,False,1.0,1,1,1,1,1,1,1.0,0,0
8677,711,11,168,True,643.0,31,73,22,9,5,44,0.6331953393568983,-1,2346
8678,11882,2,278,False,5.0,5,3,5,9,5,5,1.0,0,4
8679,11882,2,278,True,4248.0,5074,2770,5823,7106,4661,5008,1.2153781787141666,1,4431
8680,10032,11,39,False,1.0,1,1,1,1,1,1,1.0,0,0
8681,10032,11,39,True,1524.0,125,304,99,46,76,101,0.8164534355068466,0,3928
8682,14017,3,31,False,1.0,1,1,1,1,1,1,1.0,0,0
8683,14017,3,31,True,400.0,29,26,36,18,17,48,0.9103677954516592,0,4666
8684,4231,25,1182,False,3.0,3,2,2,3,2,4,1.0,0,0
8685,4231,25,1182,True,776.0,2478,500,1844,3641,3940,2465,1.877608197677597,1,155
8686,8194,1,947,False,21.0,2,3,3,1,3,2,0.5717308215066527,-1,9
8687,8194,1,947,True,393.0,45,92,38,16,27,54,0.6132023015376098,-1,93
8688,5163,0,4396,False,10.0,11,8,12,11,9,16,1.0,0,5
8689,5163,0,4396,True,3.0,4,3,4,4,3,4,2.066253802903324,1,2
8690,10577,2,224,False,3.0,5,7,5,4,5,6,1.123964979967354,0,7
8691,10577,2,224,True,429.0,665,886,591,644,587,619,1.2653139833618805,1,908
8692,3629,1,10820,False,5.0,4,9,3,3,5,2,0.9999809555855216,0,5
8693,3629,1,10820,True,1834.0,108,255,103,43,73,64,0.7583460588145055,-1,87
8694,1640,7,1852,False,1.0,1,1,1,1,1,1,1.0,0,16
8695,1640,7,1852,True,1.0,1,1,1,1,1,1,1.0,0,78
8696,15660,0,2252,False,8.0,28,2,48,68,20,2,1.000047263673823,0,12
8697,15660,0,2252,True,3.0,33,4,60,78,19,3,2.131116014234946,1,11
8698,11941,2,1287,False,2.0,3,5,5,4,1,1,1.1340130614420896,0,4
8699,11941,2,1287,True,8212.0,588,546,505,454,414,1021,0.3460441074484711,-1,1009
8700,13322,11,2025,False,1.0,1,1,1,1,1,1,1.0,0,3
8701,13322,11,2025,True,33.0,42,38,43,46,41,42,1.0428574967407978,0,107
8702,10994,2,935,False,7.0,1,1,1,1,1,1,0.3204135109999559,-1,3
8703,10994,2,935,True,1942.0,36,14,11,51,17,85,0.4748473448874892,-1,220
8704,13571,3,6290,False,22.0,8,10,11,7,8,3,0.8550261299726266,0,1
8705,13571,3,6290,True,525.0,337,206,398,362,701,17,0.8550474237606385,0,29
8706,16457,2,1014,False,26.0,2,2,3,2,2,3,0.3534633901809444,-1,4
8707,16457,2,1014,True,3049.0,230,153,133,178,490,194,0.4938091438426098,-1,628
8708,7424,3,31,False,1.0,1,1,1,1,1,1,1.0,0,0
8709,7424,3,31,True,11.0,122,36,361,69,60,82,1.089969713024885,0,4666
8710,1008,25,9055,False,5.0,1,1,1,1,1,1,0.6461891342232283,-1,0
8711,1008,25,9055,True,934.0,2,2,1,2,3,1,0.259389165836815,-1,38
8712,8140,3,31,False,1.0,1,1,1,1,1,1,1.0,0,0
8713,8140,3,31,True,2440.0,194,66,66,395,167,277,0.6555270945497765,-1,4666
8714,9424,10,498,False,18.0,8,21,3,6,5,7,0.9999524785772966,0,1
8715,9424,10,498,True,726.0,1489,4953,386,564,638,904,5.350323333333334,1,200
8716,13614,3,229,False,2.0,1,1,1,1,1,1,0.959194270664573,0,0
8717,13614,3,229,True,427.0,23,17,24,16,19,39,0.8194098851853179,0,1054
8718,12559,2,83,False,1.0,2,1,2,2,1,2,1.0470781844005408,0,2
8719,12559,2,83,True,358.0,1093,1462,1273,612,807,1313,1.5400080973830714,1,2455
8720,7165,2,21,False,1.0,1,1,2,1,1,1,1.0,0,2
8721,7165,2,21,True,49.0,599,996,749,364,294,591,1.3627596873389185,1,1252
8724,9361,22,354,False,1.0,1,1,1,1,1,1,1.0,0,0
8725,9361,22,354,True,253.0,68,119,84,74,16,48,0.7901516139612231,-1,443
8726,9115,2,278,False,1.0,1,1,1,1,1,1,1.0,0,5
8727,9115,2,278,True,86.0,507,370,755,246,696,470,1.1792860067407418,0,4431
8728,9599,1,7075,False,3.0,2,2,2,2,2,2,0.9999999945675758,0,1
8729,9599,1,7075,True,196.0,12,17,7,7,12,16,0.8131157418409696,0,13
8730,3908,4,1739,False,9.0,28,69,37,12,8,13,1.0000411751352918,0,3
8731,3908,4,1739,True,1042.0,1753,5287,1865,460,682,469,1.036596875747033,0,37
8732,110,1,3190,False,15.0,2,2,1,3,2,3,0.6522013319396801,-1,17
8733,110,1,3190,True,133.0,7,13,2,9,2,8,0.652207122414419,-1,58
8734,7680,2,1287,False,3.0,1,2,2,1,1,1,0.6421857923497267,-1,8
8735,7680,2,1287,True,244.0,74,123,79,76,79,12,0.8767775422361146,0,1009
8736,12956,2,5,False,1.0,1,1,1,1,1,1,1.0,0,2
8737,12956,2,5,True,1353.0,853,950,432,1175,756,953,0.8565490851328093,0,3746
8738,8264,2,1014,False,9.0,7,8,6,5,9,6,0.8881766871536004,0,5
8739,8264,2,1014,True,2748.0,1001,908,754,443,2123,779,0.7097590724470253,-1,628
8740,5909,3,31,False,1.0,1,1,1,1,1,1,1.0,0,0
8741,5909,3,31,True,2.0,15,9,10,13,18,24,1.0706157005172392,0,4666
8742,11484,2,286,False,1.0,1,2,1,1,1,2,1.0,0,7
8743,11484,2,286,True,116.0,476,111,651,261,292,1067,1.3372643076184745,1,2308
8744,11615,25,317,False,1.0,8,10,6,3,5,15,3.468058349112178,1,0
8746,9866,3,31,False,1.0,1,1,1,1,1,1,1.0,0,0
8747,9866,3,31,True,147.0,11,7,4,2,11,32,0.8962629487422858,0,4666
8748,4772,2,275,False,4.0,2,2,2,2,2,2,0.802547770700637,0,6
8749,4772,2,275,True,1.0,164,161,168,191,69,233,1.28049711973928,1,1223
8750,4647,10,1446,False,1.0,1,1,2,1,1,2,1.0,0,3
8751,4647,10,1446,True,31.0,46,49,52,39,37,51,1.0000000000104416,0,44
8752,16891,4,3746,False,142.0,335,366,410,175,587,135,83.22240004446354,1,1
8754,16239,2,313,False,13.0,1,1,1,1,2,2,0.4321028428093645,-1,3
8755,16239,2,313,True,6681.0,3620,1885,3482,3166,3647,5919,0.6030294998626803,-1,2324
8756,4667,10,1399,False,1.0,1,1,1,1,1,1,1.0,0,2
8757,4667,10,1399,True,245.0,122,185,97,135,91,103,0.912023274012716,0,677
8758,13232,18,31,False,1.0,1,1,1,1,1,1,1.0,0,1
8759,13232,18,31,True,10.0,91,29,19,15,69,323,1.0809226990544905,0,975
8760,5949,16,2672,False,1.0,1,1,1,1,1,1,1.0,0,0
8762,3040,4,51,False,14.0,11,9,10,11,13,10,0.9999992027610148,0,1
8763,3040,4,51,True,1189.0,716,487,430,888,868,905,0.9213679597712964,0,54
8764,829,7,1389,False,1.0,2,3,1,2,3,3,1.000090132472826,0,54
8765,829,7,1389,True,1.0,1,2,1,2,1,1,1.0,0,81
8766,6925,6,8188,False,2.0,10,31,6,4,4,3,2.18835539146474,1,0
8767,6925,6,8188,True,2.0,51,242,11,1,2,1,2.698974583945363,1,2
8768,1579,13,45,False,1.0,1,1,1,1,1,1,1.0,0,0
8769,1579,13,45,True,80.0,120,125,101,153,93,128,1.121623719033232,0,53
8770,13379,11,344,False,6.0,1,1,2,1,1,2,0.9482833655705998,0,3
8771,13379,11,344,True,746.0,327,247,113,159,313,801,0.9971083297444664,0,1206
8772,6279,2,348,False,12.0,5,4,6,5,5,7,0.6666646176215076,-1,6
8773,6279,2,348,True,6688.0,455,317,597,221,647,492,0.3092547004660375,-1,447
8774,11170,6,44,False,1.0,2,1,1,2,3,1,1.2916666666666663,1,3
8775,11170,6,44,True,78.0,596,286,70,429,1044,1153,1.6039034607440588,1,122
8776,13512,2,309,False,1.0,1,1,1,1,1,1,1.0,0,4
8777,13512,2,309,True,103.0,202,162,298,161,285,104,1.2185297346432007,1,909
8778,16156,11,47,False,4.0,2,2,2,2,2,2,0.8411046403457451,0,0
8779,16156,11,47,True,602.0,52,55,43,68,54,38,0.929450264819472,0,525
8780,11195,25,9635,False,5.0,6,7,4,6,7,5,1.0000367646457626,0,0
8781,11195,25,9635,True,150.0,260,166,146,299,415,275,1.454848016410452,1,10
8782,7947,2,313,False,1.0,1,1,1,1,1,1,1.0,0,2
8783,7947,2,313,True,237.0,759,1004,684,755,913,440,1.5876376306111888,1,2324
8784,5827,1,352,False,1.0,1,1,1,2,1,1,1.0,0,3
8785,5827,1,352,True,286.0,145,70,71,258,55,269,0.8630951575467191,0,237
8786,1027,2,278,False,1.0,4,3,3,3,6,4,1.442730456814964,1,7
8787,1027,2,278,True,1080.0,3628,2538,3474,3106,4850,4170,1.3733096850978306,1,4431
8788,16749,13,8765,False,28.0,225,57,56,779,33,202,1.6144415433668513,1,0
8789,16749,13,8765,True,3803.0,5615,3229,2749,11594,2995,7508,6.09090909090909,1,11
8790,9722,11,39,False,1.0,1,1,1,1,1,1,1.0,0,0
8791,9722,11,39,True,3536.0,1500,889,1886,1126,2386,1213,0.851201473600977,0,3928
8792,9847,5,13,False,1.0,1,1,1,1,1,1,1.0,0,0
8793,9847,5,13,True,1241.0,429,498,258,838,178,372,0.6014223378421826,-1,593
8794,2668,10,193,False,6.0,3,2,2,3,3,3,0.9999784363850092,0,4
8795,2668,10,193,True,236.0,34,49,19,31,48,24,1.0,0,92
8796,15672,2,1287,False,7.0,4,5,3,4,3,3,0.7727126791850335,-1,3
8797,15672,2,1287,True,1186.0,1130,1207,455,1765,841,1382,0.9999639029768542,0,1009
8798,5553,2,15574,False,263.0,121,312,88,72,69,64,0.9999999999285252,0,3
8799,5553,2,15574,True,4857.0,2116,3756,1523,2002,2333,964,0.9999148788496776,0,10
8800,10123,2,11402,False,305.0,200,128,346,169,227,129,0.999992360503784,0,4
8802,4988,2,25,False,9.0,3,4,3,2,3,2,0.8677322017273792,0,4
8803,4988,2,25,True,2462.0,1480,2424,1552,725,1378,1322,0.8675113089033895,0,1758
8804,1757,5,11197,False,1.0,1,1,1,1,1,1,1.0,0,7
8805,1757,5,11197,True,1.0,1,1,1,1,1,1,1.0,0,17
8806,16509,6,44,False,10.0,1,1,1,1,1,2,0.3036745882313243,-1,0
